"from","to","interval","rep","Tmax","strength"
"s1","s2",4.10995047933121,30,20,1
"s1","s2",4.34983341350371,30,20,1
"s1","s2",4.07949898308244,30,20,1
"s1","s2",3.84535189597331,30,20,1
"s1","s2",4.25637748169949,30,20,1
"s1","s2",3.72249392396305,30,20,1
"s1","s2",3.94157862336271,30,20,1
"s1","s2",4.16232510775393,30,20,1
"s1","s2",3.78726582235285,30,20,1
"s1","s2",3.84535189597331,30,20,1
"s1","s2",4.84375504571618,30,20,1
"s1","s2",4.38942863459244,30,20,1
"s1","s2",3.30269765371173,30,20,1
"s1","s2",4.02971656149332,30,20,1
"s1","s2",6.97162012373222,30,20,1
"s1","s2",5.03888898695385,30,20,1
"s1","s2",4.36452429116601,30,20,1
"s1","s2",4.0393820241635,30,20,1
"s1","s2",3.48313980546097,30,20,1
"s1","s2",3.37117203606245,30,20,1
"s1","s2",3.59886585118606,30,20,1
"s1","s2",4.22574495789161,30,20,1
"s1","s2",5.63375852093803,30,20,1
"s1","s2",3.17172674201072,30,20,1
"s1","s2",2.44270438935489,30,20,1
"s1","s2",3.76689885005735,30,20,1
"s1","s2",4.0938329367649,30,20,1
"s1","s2",5.39064730189938,30,20,1
"s1","s2",4.66998066936528,30,20,1
"s1","s2",3.59284432033182,30,20,1
"s1","s2",3.53330935710613,30,20,1
"s1","s2",3.01294475423748,30,20,1
"s1","s2",4.17625247806907,30,20,1
"s1","s2",3.94421343075757,30,20,1
"s1","s2",3.12417026506333,30,20,1
"s1","s2",3.52801797296675,30,20,1
"s1","s2",3.93753422873332,30,20,1
"s1","s2",4.14645491769322,30,20,1
"s1","s2",3.66637214219323,30,20,1
"s1","s2",3.48293258631382,30,20,1
"s1","s2",5.06339584434557,30,20,1
"s1","s2",3.74921255511228,30,20,1
"s1","s2",3.41409797010273,30,20,1
"s1","s2",4.35600370547816,30,20,1
"s1","s2",3.90179387246777,30,20,1
"s1","s2",3.63968920482125,30,20,1
"s1","s2",3.38366570794814,30,20,1
"s1","s2",3.36993212092019,30,20,1
"s1","s2",4.19550202165682,30,20,1
"s1","s2",3.59886585118606,30,20,1
"s1","s2",5.04723706166122,30,20,1
"s1","s2",3.97891637434964,30,20,1
"s1","s2",5.24323664940236,30,20,1
"s1","s2",5.73471690680178,30,20,1
"s1","s2",5.57913743357078,30,20,1
"s1","s2",4.55835314548083,30,20,1
"s1","s2",4.12216889934676,30,20,1
"s1","s2",4.43945932222216,30,20,1
"s1","s2",6.32724819668912,30,20,1
"s1","s2",3.33574662651702,30,20,1
"s1","s2",3.62785869981413,30,20,1
"s1","s2",5.47186282534688,30,20,1
"s1","s2",3.53785439300109,30,20,1
"s1","s2",4.13462656161415,30,20,1
"s1","s2",3.48272536716668,30,20,1
"s1","s2",3.78804731502503,30,20,1
"s1","s2",4.00320581675084,30,20,1
"s1","s2",4.45214769350676,30,20,1
"s1","s2",4.18530329383075,30,20,1
"s1","s2",3.94157862336271,30,20,1
"s1","s2",4.60222724301341,30,20,1
"s1","s2",3.33711015844317,30,20,1
"s1","s2",4.12860177270754,30,20,1
"s1","s2",5.01774170908702,30,20,1
"s1","s2",2.91984646064385,30,20,1
"s1","s2",3.7007731268308,30,20,1
"s1","s2",5.28423386869244,30,20,1
"s1","s2",3.58972820491918,30,20,1
"s1","s2",3.35507749498742,30,20,1
"s1","s2",5.18521522162358,30,20,1
"s1","s2",3.77072503212444,30,20,1
"s1","s2",4.06059504729508,30,20,1
"s1","s2",5.64033178447492,30,20,1
"s1","s2",4.62697057145719,30,20,1
"s1","s2",5.08236568168819,30,20,1
"s1","s2",4.15436886096179,30,20,1
"s1","s2",5.44550704301387,30,20,1
"s1","s2",3.58389334704557,30,20,1
"s1","s2",3.40831037152085,30,20,1
"s1","s2",3.58262555692751,30,20,1
"s1","s2",5.06996935843005,30,20,1
"s1","s2",4.69435492747908,30,20,1
"s1","s2",3.66637214219323,30,20,1
"s1","s2",3.44551786934376,30,20,1
"s1","s2",4.68731241444521,30,20,1
"s1","s2",4.28558707889935,30,20,1
"s1","s2",3.60229343595626,30,20,1
"s1","s2",2.99617773386976,30,20,1
"s1","s2",5.47186282534688,30,20,1
"s1","s2",5.09654393373257,30,20,1
"s1","s2",3.84535189597331,30,20,1
"s1","s2",4.99144245455072,30,20,1
"s1","s2",4.74412943203234,30,20,1
"s1","s2",3.2381307419618,30,20,1
"s1","s2",4.05705896282199,30,20,1
"s1","s2",4.68164665100417,30,20,1
"s1","s2",3.46397044062395,30,20,1
