"from","to","interval","rep","Tmax","strength"
"s1","s2",6.82878884476278,11,500,0.01
"s1","s2",7.07153605633255,11,500,0.01
"s1","s2",6.69709908168144,11,500,0.01
"s1","s2",7.31528611414279,11,500,0.01
"s1","s2",7.29706699178274,11,500,0.01
"s1","s2",6.67111225510732,11,500,0.01
"s1","s2",7.14033842086573,11,500,0.01
"s1","s2",6.53211928108016,11,500,0.01
"s1","s2",6.94078273110784,11,500,0.01
"s1","s2",6.735398535196,11,500,0.01
"s1","s2",6.8890458897498,11,500,0.01
"s1","s2",6.93381686846109,11,500,0.01
"s1","s2",6.76170005757791,11,500,0.01
"s1","s2",6.56384295021184,11,500,0.01
"s1","s2",6.94380170062048,11,500,0.01
"s1","s2",6.92333080278749,11,500,0.01
"s1","s2",6.46255762375652,11,500,0.01
"s1","s2",6.92899127656273,11,500,0.01
"s1","s2",6.52277645251007,11,500,0.01
"s1","s2",6.73850934908489,11,500,0.01
"s1","s2",6.59805913600636,11,500,0.01
"s1","s2",6.76107860059315,11,500,0.01
"s1","s2",6.22176864926357,11,500,0.01
"s1","s2",6.78849771541937,11,500,0.01
"s1","s2",6.7887743082925,11,500,0.01
"s1","s2",6.81441094376983,11,500,0.01
"s1","s2",6.96298053160336,11,500,0.01
"s1","s2",6.69662952487224,11,500,0.01
"s1","s2",7.05090154863056,11,500,0.01
"s1","s2",6.8070482249754,11,500,0.01
"s1","s2",6.87597642175521,11,500,0.01
"s1","s2",7.12434818259612,11,500,0.01
"s1","s2",6.76135034050693,11,500,0.01
"s1","s2",6.36936108903325,11,500,0.01
"s1","s2",7.12412474897636,11,500,0.01
"s1","s2",6.70108856905018,11,500,0.01
"s1","s2",6.61216669784352,11,500,0.01
"s1","s2",6.96612150499092,11,500,0.01
"s1","s2",6.92088773894058,11,500,0.01
"s1","s2",6.69000095889957,11,500,0.01
"s1","s2",6.88145744768609,11,500,0.01
"s1","s2",7.05153792719972,11,500,0.01
"s1","s2",7.00194281961123,11,500,0.01
"s1","s2",6.93731841107871,11,500,0.01
"s1","s2",6.94238364443976,11,500,0.01
"s1","s2",6.91628538390724,11,500,0.01
"s1","s2",6.83294895276229,11,500,0.01
"s1","s2",6.73223151409582,11,500,0.01
"s1","s2",6.56020610672044,11,500,0.01
"s1","s2",6.91041432844141,11,500,0.01
"s1","s2",6.68669698545549,11,500,0.01
"s1","s2",6.74862561523992,11,500,0.01
"s1","s2",6.43097549512895,11,500,0.01
"s1","s2",7.01969389993827,11,500,0.01
"s1","s2",6.90478459220941,11,500,0.01
"s1","s2",6.63865877588051,11,500,0.01
"s1","s2",6.65891837480555,11,500,0.01
"s1","s2",6.52918676842853,11,500,0.01
"s1","s2",6.56917142041061,11,500,0.01
"s1","s2",7.00117923282556,11,500,0.01
"s1","s2",7.19637865519551,11,500,0.01
"s1","s2",6.45779744755135,11,500,0.01
"s1","s2",6.848790817002,11,500,0.01
"s1","s2",7.15263294526715,11,500,0.01
"s1","s2",6.48941764061991,11,500,0.01
"s1","s2",6.48789788132656,11,500,0.01
"s1","s2",6.9186791364653,11,500,0.01
"s1","s2",6.74540564592765,11,500,0.01
"s1","s2",6.65068548007525,11,500,0.01
"s1","s2",6.82876697126277,11,500,0.01
"s1","s2",6.12150928167625,11,500,0.01
"s1","s2",6.79160774678928,11,500,0.01
"s1","s2",6.47299581901144,11,500,0.01
"s1","s2",6.48361203558899,11,500,0.01
"s1","s2",6.60868241232686,11,500,0.01
"s1","s2",6.50604275203881,11,500,0.01
"s1","s2",6.59242909264209,11,500,0.01
"s1","s2",6.68617811326425,11,500,0.01
"s1","s2",6.78921322122704,11,500,0.01
"s1","s2",6.33399246925418,11,500,0.01
"s1","s2",6.91013904655259,11,500,0.01
"s1","s2",6.75978787575071,11,500,0.01
"s1","s2",6.81305524652983,11,500,0.01
"s1","s2",6.99319193318101,11,500,0.01
"s1","s2",7.09745666686233,11,500,0.01
"s1","s2",6.16067807626453,11,500,0.01
"s1","s2",6.67199776246854,11,500,0.01
"s1","s2",6.50316214232552,11,500,0.01
"s1","s2",6.82528175774021,11,500,0.01
"s1","s2",6.58878663393835,11,500,0.01
"s1","s2",6.60196626124432,11,500,0.01
"s1","s2",6.6404422363,11,500,0.01
"s1","s2",6.07152408307661,11,500,0.01
"s1","s2",6.05870988767487,11,500,0.01
"s1","s2",6.34643269504414,11,500,0.01
"s1","s2",6.85348527197713,11,500,0.01
"s1","s2",6.79299094927157,11,500,0.01
"s1","s2",6.87569219246699,11,500,0.01
"s1","s2",6.85305694846056,11,500,0.01
"s1","s2",6.43396518756697,11,500,0.01
"s1","s2",6.64401993866079,11,500,0.01
"s1","s2",6.82716132727888,11,500,0.01
"s1","s2",6.70054399312064,11,500,0.01
"s1","s2",6.76533126485378,11,500,0.01
"s1","s2",6.76255623483723,11,500,0.01
"s1","s2",6.48216460196721,11,500,0.01
"s1","s2",6.78263183177745,11,500,0.01
"s1","s2",6.45053071337769,11,500,0.01
"s1","s2",6.71795165103294,11,500,0.01
"s1","s2",6.80360098679584,11,500,0.01
"s1","s2",6.85187786860666,11,500,0.01
"s1","s2",6.48774433483599,11,500,0.01
"s1","s2",6.65068548007525,11,500,0.01
"s1","s2",6.74917108882133,11,500,0.01
"s1","s2",6.92034372082138,11,500,0.01
"s1","s2",6.52161220745757,11,500,0.01
"s1","s2",6.99987187752539,11,500,0.01
"s1","s2",6.39184848492448,11,500,0.01
"s1","s2",6.90221660569111,11,500,0.01
"s1","s2",7.10846398848793,11,500,0.01
"s1","s2",6.73824740601214,11,500,0.01
"s1","s2",7.04320814130202,11,500,0.01
"s1","s2",6.55774244159107,11,500,0.01
"s1","s2",6.67778018247312,11,500,0.01
"s1","s2",6.52796849019064,11,500,0.01
"s1","s2",6.49684369116062,11,500,0.01
"s1","s2",7.17145578106965,11,500,0.01
"s1","s2",6.43579919649008,11,500,0.01
"s1","s2",6.73860898788476,11,500,0.01
"s1","s2",6.53265196712778,11,500,0.01
"s1","s2",6.6932156667603,11,500,0.01
"s1","s2",6.91532626566233,11,500,0.01
"s1","s2",6.66422173468004,11,500,0.01
"s1","s2",6.36391525527377,11,500,0.01
"s1","s2",7.01494868742973,11,500,0.01
"s1","s2",7.02258399361364,11,500,0.01
"s1","s2",6.68190409910973,11,500,0.01
"s1","s2",6.64445737790766,11,500,0.01
"s1","s2",6.85081455278248,11,500,0.01
"s1","s2",7.07274081186523,11,500,0.01
"s1","s2",6.76463038330247,11,500,0.01
"s1","s2",6.71131901529991,11,500,0.01
"s1","s2",6.21976187039536,11,500,0.01
"s1","s2",6.12517311952581,11,500,0.01
"s1","s2",6.74262892582385,11,500,0.01
"s1","s2",6.90893129318653,11,500,0.01
