"from","to","interval","rep","Tmax","strength"
"s1","s2",6.13923374897098,11,300,1
"s1","s2",5.78801142956709,11,300,1
"s1","s2",5.92099670773952,11,300,1
"s1","s2",6.10748233430936,11,300,1
"s1","s2",6.12608461973818,11,300,1
"s1","s2",5.75343507536031,11,300,1
"s1","s2",6.02122793240328,11,300,1
"s1","s2",6.00871996129123,11,300,1
"s1","s2",5.77147762840855,11,300,1
"s1","s2",6.18888689198322,11,300,1
"s1","s2",5.95899575471668,11,300,1
"s1","s2",5.7834101283636,11,300,1
"s1","s2",6.03835659922795,11,300,1
"s1","s2",6.32219296826828,11,300,1
"s1","s2",5.7995463962403,11,300,1
"s1","s2",5.96169306461331,11,300,1
"s1","s2",5.92620233138567,11,300,1
"s1","s2",5.99953777080245,11,300,1
"s1","s2",5.92536219554616,11,300,1
"s1","s2",6.5004606585577,11,300,1
"s1","s2",6.16360343857986,11,300,1
"s1","s2",6.3039268392365,11,300,1
"s1","s2",5.8524871750509,11,300,1
"s1","s2",6.6192415029156,11,300,1
"s1","s2",5.95463188134084,11,300,1
"s1","s2",6.12449612903227,11,300,1
"s1","s2",6.54310850269753,11,300,1
"s1","s2",6.19962716193157,11,300,1
"s1","s2",6.15599852278321,11,300,1
"s1","s2",6.22385279699444,11,300,1
"s1","s2",6.1630068052835,11,300,1
"s1","s2",6.31545138909921,11,300,1
"s1","s2",6.12558060551578,11,300,1
"s1","s2",5.84297335693613,11,300,1
"s1","s2",5.97212394774435,11,300,1
"s1","s2",6.27296278749617,11,300,1
"s1","s2",5.68661722157328,11,300,1
"s1","s2",6.26433176560146,11,300,1
"s1","s2",6.15768730101982,11,300,1
"s1","s2",5.83219897832223,11,300,1
"s1","s2",6.21259381024527,11,300,1
"s1","s2",6.21232138478337,11,300,1
"s1","s2",6.06217404587302,11,300,1
"s1","s2",6.08064811759992,11,300,1
"s1","s2",5.77033854914492,11,300,1
"s1","s2",6.18012695503529,11,300,1
"s1","s2",5.99356738107579,11,300,1
"s1","s2",6.17430226672454,11,300,1
"s1","s2",6.15857068049982,11,300,1
"s1","s2",6.10935408329574,11,300,1
"s1","s2",5.9114269387608,11,300,1
"s1","s2",5.99105943573264,11,300,1
"s1","s2",6.22271555093425,11,300,1
"s1","s2",6.13673939015577,11,300,1
"s1","s2",6.05484407970511,11,300,1
"s1","s2",6.4109480503792,11,300,1
"s1","s2",5.97187756698086,11,300,1
"s1","s2",5.7763941206474,11,300,1
"s1","s2",6.4472717181804,11,300,1
"s1","s2",6.13125552744492,11,300,1
"s1","s2",5.76065456695915,11,300,1
"s1","s2",6.04912364883884,11,300,1
"s1","s2",6.10877164361045,11,300,1
"s1","s2",6.3217385238315,11,300,1
"s1","s2",5.87664886180968,11,300,1
"s1","s2",6.28951337492252,11,300,1
"s1","s2",6.47855253134186,11,300,1
