"from","to","interval","rep","Tmax","strength"
"s1","s2",7.15621909261014,2,400,0.5
"s1","s2",7.01593655714645,2,400,0.5
"s1","s2",6.68483138323034,2,400,0.5
"s1","s2",7.20847566320219,2,400,0.5
"s1","s2",6.71377584146862,2,400,0.5
"s1","s2",7.38501536612435,2,400,0.5
"s1","s2",6.75219599175199,2,400,0.5
"s1","s2",7.04632638203607,2,400,0.5
"s1","s2",6.69736056989771,2,400,0.5
"s1","s2",7.4149148667293,2,400,0.5
"s1","s2",7.05204647337332,2,400,0.5
"s1","s2",7.0771153948682,2,400,0.5
"s1","s2",7.03675425504744,2,400,0.5
"s1","s2",6.97303658602323,2,400,0.5
"s1","s2",7.02636958385119,2,400,0.5
"s1","s2",6.79528993621182,2,400,0.5
"s1","s2",6.98257776139576,2,400,0.5
"s1","s2",7.47782332081658,2,400,0.5
"s1","s2",7.22338437290719,2,400,0.5
"s1","s2",6.55762520303464,2,400,0.5
"s1","s2",7.137215233619,2,400,0.5
"s1","s2",6.51743318516641,2,400,0.5
"s1","s2",7.14822373441068,2,400,0.5
"s1","s2",6.91406075251754,2,400,0.5
"s1","s2",6.86958729819298,2,400,0.5
"s1","s2",6.76111360717816,2,400,0.5
"s1","s2",7.05328184467672,2,400,0.5
"s1","s2",7.06461084016775,2,400,0.5
"s1","s2",7.05846889730214,2,400,0.5
"s1","s2",6.45952664869738,2,400,0.5
"s1","s2",7.33664787096144,2,400,0.5
"s1","s2",6.79402249647354,2,400,0.5
"s1","s2",6.38249634854121,2,400,0.5
"s1","s2",6.65048487580231,2,400,0.5
"s1","s2",7.3034144823721,2,400,0.5
"s1","s2",6.89832888410843,2,400,0.5
"s1","s2",7.13372669599441,2,400,0.5
"s1","s2",6.98717292784357,2,400,0.5
"s1","s2",6.50002314993912,2,400,0.5
"s1","s2",6.99195429644544,2,400,0.5
"s1","s2",7.15492531706461,2,400,0.5
"s1","s2",6.89960754419201,2,400,0.5
"s1","s2",6.98061394009741,2,400,0.5
"s1","s2",6.8678821691192,2,400,0.5
"s1","s2",7.00453687728705,2,400,0.5
"s1","s2",7.29188296178202,2,400,0.5
"s1","s2",6.91659722163065,2,400,0.5
"s1","s2",6.7711783112882,2,400,0.5
"s1","s2",6.61368086698082,2,400,0.5
"s1","s2",7.37612107764988,2,400,0.5
"s1","s2",6.91646727917588,2,400,0.5
