"from","to","interval","rep","Tmax","strength"
"s1","s2",6.43401327308148,17,300,0.1
"s1","s2",5.97186846251079,17,300,0.1
"s1","s2",6.6049414672836,17,300,0.1
"s1","s2",6.63199357286819,17,300,0.1
"s1","s2",6.20204640520868,17,300,0.1
"s1","s2",6.01946366499125,17,300,0.1
"s1","s2",5.98808991266424,17,300,0.1
"s1","s2",5.9802002378345,17,300,0.1
"s1","s2",6.44803976275296,17,300,0.1
"s1","s2",6.08870098445623,17,300,0.1
"s1","s2",6.09222767281386,17,300,0.1
"s1","s2",6.3851884876815,17,300,0.1
"s1","s2",6.35541916550258,17,300,0.1
"s1","s2",6.569600820744,17,300,0.1
"s1","s2",5.84893175222365,17,300,0.1
"s1","s2",5.91035462005549,17,300,0.1
"s1","s2",5.70684124056812,17,300,0.1
"s1","s2",6.34765849504151,17,300,0.1
"s1","s2",6.5966118320821,17,300,0.1
"s1","s2",6.21593830525977,17,300,0.1
"s1","s2",5.94752495867974,17,300,0.1
"s1","s2",5.40592741684114,17,300,0.1
"s1","s2",6.14997577029155,17,300,0.1
"s1","s2",6.58289777469917,17,300,0.1
"s1","s2",5.81496216852702,17,300,0.1
"s1","s2",5.96352054289213,17,300,0.1
"s1","s2",6.23218677420287,17,300,0.1
"s1","s2",6.09267298740548,17,300,0.1
"s1","s2",5.69074571645487,17,300,0.1
"s1","s2",6.23463208284772,17,300,0.1
"s1","s2",5.95795180400781,17,300,0.1
"s1","s2",6.31364987371123,17,300,0.1
"s1","s2",6.65013532967541,17,300,0.1
"s1","s2",5.7665923576959,17,300,0.1
"s1","s2",6.03085769193058,17,300,0.1
"s1","s2",6.14168059335776,17,300,0.1
"s1","s2",5.86641662788337,17,300,0.1
"s1","s2",6.49862029804898,17,300,0.1
"s1","s2",5.78483349937488,17,300,0.1
"s1","s2",5.86731313002362,17,300,0.1
"s1","s2",5.7629357911081,17,300,0.1
"s1","s2",6.69831409441622,17,300,0.1
"s1","s2",6.18752467353295,17,300,0.1
"s1","s2",6.04117610658653,17,300,0.1
"s1","s2",6.55847691522853,17,300,0.1
"s1","s2",5.74555714273752,17,300,0.1
"s1","s2",5.98569208451629,17,300,0.1
"s1","s2",5.97741678588364,17,300,0.1
"s1","s2",6.36718764337146,17,300,0.1
"s1","s2",5.91633873084314,17,300,0.1
"s1","s2",5.95348509317387,17,300,0.1
"s1","s2",6.08421107935345,17,300,0.1
"s1","s2",6.13973802080201,17,300,0.1
"s1","s2",6.20455902036883,17,300,0.1
"s1","s2",6.38207604168201,17,300,0.1
"s1","s2",6.04457320641242,17,300,0.1
"s1","s2",6.1774167075923,17,300,0.1
"s1","s2",5.89924024061239,17,300,0.1
"s1","s2",6.59349927076521,17,300,0.1
"s1","s2",6.17391996115457,17,300,0.1
"s1","s2",5.89185832034897,17,300,0.1
"s1","s2",6.22392392948466,17,300,0.1
"s1","s2",6.30039010225299,17,300,0.1
"s1","s2",6.11535533639467,17,300,0.1
"s1","s2",6.40319274607688,17,300,0.1
"s1","s2",6.26803254542659,17,300,0.1
"s1","s2",6.4078694823079,17,300,0.1
"s1","s2",6.11371367823119,17,300,0.1
"s1","s2",6.06048051834485,17,300,0.1
"s1","s2",5.96539321364445,17,300,0.1
"s1","s2",5.67839644158374,17,300,0.1
"s1","s2",6.38254505637116,17,300,0.1
"s1","s2",6.34225301652814,17,300,0.1
"s1","s2",6.53841736100773,17,300,0.1
"s1","s2",6.46659795806254,17,300,0.1
"s1","s2",5.96118766560011,17,300,0.1
"s1","s2",5.90645004340114,17,300,0.1
"s1","s2",5.96820804982539,17,300,0.1
"s1","s2",5.98898671728925,17,300,0.1
"s1","s2",5.85167641492762,17,300,0.1
"s1","s2",6.55783414353859,17,300,0.1
"s1","s2",6.54938748541079,17,300,0.1
"s1","s2",6.25255122649308,17,300,0.1
"s1","s2",6.1898784431595,17,300,0.1
"s1","s2",5.90619776893911,17,300,0.1
"s1","s2",6.07088630970858,17,300,0.1
"s1","s2",6.41864773613293,17,300,0.1
"s1","s2",6.45972213899955,17,300,0.1
"s1","s2",6.29820553408854,17,300,0.1
"s1","s2",6.35700843739217,17,300,0.1
"s1","s2",6.12139267805505,17,300,0.1
"s1","s2",6.21229357935205,17,300,0.1
"s1","s2",6.11150234343599,17,300,0.1
"s1","s2",6.23135524526409,17,300,0.1
"s1","s2",6.01458231637116,17,300,0.1
"s1","s2",6.28848936895255,17,300,0.1
"s1","s2",5.90339923596319,17,300,0.1
"s1","s2",6.35164172732173,17,300,0.1
"s1","s2",6.37413240162354,17,300,0.1
"s1","s2",5.80066115177414,17,300,0.1
"s1","s2",6.00457682137524,17,300,0.1
"s1","s2",6.38587612170743,17,300,0.1
"s1","s2",6.32542944925261,17,300,0.1
"s1","s2",6.59271309444767,17,300,0.1
"s1","s2",5.85090088170675,17,300,0.1
"s1","s2",5.91633873084314,17,300,0.1
"s1","s2",6.25202866759108,17,300,0.1
"s1","s2",6.15423301024902,17,300,0.1
"s1","s2",6.02284681502505,17,300,0.1
"s1","s2",5.85087680726538,17,300,0.1
"s1","s2",6.08187067077665,17,300,0.1
"s1","s2",5.77311846158152,17,300,0.1
"s1","s2",6.67016741651955,17,300,0.1
"s1","s2",6.19763435932096,17,300,0.1
"s1","s2",6.26782660547916,17,300,0.1
"s1","s2",6.56079373396449,17,300,0.1
"s1","s2",6.15911990148749,17,300,0.1
"s1","s2",6.02516530355517,17,300,0.1
"s1","s2",6.57397827561979,17,300,0.1
"s1","s2",5.83278986145639,17,300,0.1
"s1","s2",6.55023248436481,17,300,0.1
"s1","s2",6.28998005021901,17,300,0.1
"s1","s2",6.25660737917753,17,300,0.1
"s1","s2",6.03625443728771,17,300,0.1
"s1","s2",6.81288809134281,17,300,0.1
"s1","s2",6.27862483252827,17,300,0.1
"s1","s2",6.30024234993329,17,300,0.1
"s1","s2",6.38519963692706,17,300,0.1
"s1","s2",5.75687061652838,17,300,0.1
"s1","s2",6.58323669028283,17,300,0.1
"s1","s2",6.24302291478791,17,300,0.1
"s1","s2",5.88537980699093,17,300,0.1
"s1","s2",6.20973415236039,17,300,0.1
"s1","s2",5.62350337692615,17,300,0.1
"s1","s2",6.03977371514236,17,300,0.1
