"from","to","interval","rep","Tmax","strength"
"s1","s2",3.12896578312505,7,20,1
"s1","s2",5.06156463436798,7,20,1
"s1","s2",3.25191646528286,7,20,1
"s1","s2",5.65000673255106,7,20,1
"s1","s2",4.25135923879384,7,20,1
"s1","s2",4.15056208916276,7,20,1
"s1","s2",5.43496603777349,7,20,1
"s1","s2",3.84944264512219,7,20,1
"s1","s2",4.18677711622595,7,20,1
"s1","s2",4.05965680999381,7,20,1
"s1","s2",4.34174976484961,7,20,1
"s1","s2",5.62120577354709,7,20,1
"s1","s2",4.8206278023672,7,20,1
"s1","s2",5.14837272352809,7,20,1
"s1","s2",3.93099348659938,7,20,1
"s1","s2",4.42432136141334,7,20,1
"s1","s2",4.32972318114209,7,20,1
"s1","s2",4.6859611572937,7,20,1
"s1","s2",4.72325818785973,7,20,1
"s1","s2",4.61934906841176,7,20,1
"s1","s2",2.16975280037689,7,20,1
"s1","s2",5.31224953048643,7,20,1
"s1","s2",4.85962601351171,7,20,1
"s1","s2",4.98355822774476,7,20,1
"s1","s2",4.74613467521315,7,20,1
"s1","s2",4.70255189331619,7,20,1
"s1","s2",3.55742955168117,7,20,1
"s1","s2",3.53018358022917,7,20,1
"s1","s2",4.49493058416046,7,20,1
"s1","s2",4.34174976484961,7,20,1
"s1","s2",5.39950308085523,7,20,1
"s1","s2",4.54066663697679,7,20,1
"s1","s2",2.79925379093363,7,20,1
"s1","s2",4.04064662403964,7,20,1
"s1","s2",4.72325818785973,7,20,1
"s1","s2",4.57678964243801,7,20,1
"s1","s2",3.91243300703768,7,20,1
"s1","s2",5.15439924115382,7,20,1
"s1","s2",4.65658061451907,7,20,1
"s1","s2",4.58591716592267,7,20,1
"s1","s2",4.96610964968011,7,20,1
"s1","s2",3.50251048325681,7,20,1
"s1","s2",3.4088899226687,7,20,1
"s1","s2",3.02472567210856,7,20,1
"s1","s2",5.13066415208144,7,20,1
"s1","s2",4.23914176130562,7,20,1
"s1","s2",6.2915540087944,7,20,1
"s1","s2",4.6090943860101,7,20,1
"s1","s2",4.1151587887025,7,20,1
"s1","s2",5.30051127682718,7,20,1
"s1","s2",3.57776530908132,7,20,1
"s1","s2",2.21910792492464,7,20,1
"s1","s2",4.11800384841477,7,20,1
"s1","s2",2.37016303852979,7,20,1
"s1","s2",4.98418856914778,7,20,1
"s1","s2",4.01621860961956,7,20,1
"s1","s2",4.59172493324106,7,20,1
"s1","s2",3.12019679371852,7,20,1
"s1","s2",5.04341261992977,7,20,1
"s1","s2",4.98239232760113,7,20,1
"s1","s2",5.08667922893036,7,20,1
"s1","s2",5.13669942889007,7,20,1
"s1","s2",5.04094317611403,7,20,1
"s1","s2",4.12318060870768,7,20,1
"s1","s2",3.46175429730466,7,20,1
"s1","s2",4.23724776577146,7,20,1
"s1","s2",4.69675019775323,7,20,1
"s1","s2",3.86567688304519,7,20,1
"s1","s2",5.73377795913293,7,20,1
"s1","s2",5.44003995931206,7,20,1
"s1","s2",4.74401194059418,7,20,1
