"from","to","interval","rep","Tmax","strength"
"s1","s2",5.52286857471615,22,100,0.2
"s1","s2",5.06420916413665,22,100,0.2
"s1","s2",5.89264459601272,22,100,0.2
"s1","s2",5.50955835820851,22,100,0.2
"s1","s2",5.88734478860745,22,100,0.2
"s1","s2",6.1553886075225,22,100,0.2
"s1","s2",5.33011496120973,22,100,0.2
"s1","s2",5.63816960238773,22,100,0.2
"s1","s2",4.76281672600938,22,100,0.2
"s1","s2",4.36292489767085,22,100,0.2
"s1","s2",5.14012071137625,22,100,0.2
"s1","s2",5.69266227750218,22,100,0.2
"s1","s2",5.52681710938881,22,100,0.2
"s1","s2",5.18338907602568,22,100,0.2
"s1","s2",6.00014879786924,22,100,0.2
"s1","s2",5.51491245304646,22,100,0.2
"s1","s2",5.26558706954565,22,100,0.2
"s1","s2",5.27025267239001,22,100,0.2
"s1","s2",4.91800521988856,22,100,0.2
"s1","s2",5.61341533229366,22,100,0.2
"s1","s2",6.14850406028579,22,100,0.2
"s1","s2",5.70491205130661,22,100,0.2
"s1","s2",4.77894277252049,22,100,0.2
"s1","s2",5.99165902842635,22,100,0.2
"s1","s2",5.19768054178281,22,100,0.2
"s1","s2",5.45498840453401,22,100,0.2
"s1","s2",4.96682009337871,22,100,0.2
"s1","s2",5.96642299761839,22,100,0.2
"s1","s2",5.3193004332683,22,100,0.2
"s1","s2",6.25175498646483,22,100,0.2
"s1","s2",5.99711430688114,22,100,0.2
"s1","s2",5.92576791001457,22,100,0.2
"s1","s2",5.76204580205521,22,100,0.2
"s1","s2",5.70992186991673,22,100,0.2
"s1","s2",6.08865752930541,22,100,0.2
"s1","s2",5.43148077122386,22,100,0.2
"s1","s2",5.16455769710372,22,100,0.2
"s1","s2",6.43246572233749,22,100,0.2
"s1","s2",5.84930877116869,22,100,0.2
"s1","s2",5.89603996553569,22,100,0.2
"s1","s2",6.56148438252783,22,100,0.2
"s1","s2",5.88734478860745,22,100,0.2
"s1","s2",5.22129578336775,22,100,0.2
"s1","s2",5.91428434128789,22,100,0.2
"s1","s2",5.31909452363649,22,100,0.2
"s1","s2",5.79667715462046,22,100,0.2
"s1","s2",5.73034485140473,22,100,0.2
"s1","s2",5.70068123793064,22,100,0.2
"s1","s2",5.35163711627879,22,100,0.2
