"from","to","pval","rep","Tmax","strength","effect"
"s1","s3",0.283,14,400,0.01,0.16531733803237
"s1","s4",0.161,14,400,0.01,0.283471297711531
"s1","s5",0.473,14,400,0.01,-0.0197980502902704
"s2","s1",0.291,14,400,0.01,-0.16149361439407
"s2","s3",0.331,14,400,0.01,0.12626866746952
"s2","s4",0.053,14,400,0.01,-0.43322448236151
"s2","s5",0.211,14,400,0.01,-0.222974569793601
"s3","s1",0.458,14,400,0.01,-0.0197975486530897
"s3","s2",0.455,14,400,0.01,-0.0291070755473903
"s3","s4",0.131,14,400,0.01,-0.32869814007976
"s3","s5",0.19,14,400,0.01,-0.26246877291206
"s4","s1",0.302,14,400,0.01,-0.17644335965906
"s4","s2",0.339,14,400,0.01,0.12542857267549
"s4","s3",0.491,14,400,0.01,-0.0121478857326593
"s4","s5",0.29,14,400,0.01,-0.15497647132191
"s5","s1",0.161,14,400,0.01,-0.27679292087978
"s5","s2",0.262,14,400,0.01,0.19944553766041
"s5","s3",0.117,14,400,0.01,0.36915706390516
"s5","s4",0.272,14,400,0.01,-0.18921627382193
"s1","s2",0.395,15,400,0.01,-0.0997974867870708
"s1","s3",0.5,15,400,0.01,-0.000303902426599834
"s1","s4",0.115,15,400,0.01,0.37044902412514
"s1","s5",0.258,15,400,0.01,0.19980659407206
"s2","s1",0.063,15,400,0.01,0.45386675067249
"s2","s3",0.441,15,400,0.01,-0.0367942545139606
"s2","s4",0.115,15,400,0.01,0.43754856974088
"s2","s5",0.063,15,400,0.01,-0.42340311136032
"s3","s1",0.05,15,400,0.01,-0.48372060892052
"s3","s2",0.248,15,400,0.01,0.1905915552011
"s3","s4",0.407,15,400,0.01,-0.0780088829098604
"s3","s5",0.185,15,400,0.01,-0.244064779993001
"s4","s1",0.274,15,400,0.01,0.1879635453247
"s4","s2",0.291,15,400,0.01,-0.18552210673446
"s4","s3",0.088,15,400,0.01,0.40876397224194
"s4","s5",0.116,15,400,0.01,-0.34645779716125
"s5","s1",0.381,15,400,0.01,0.0905690518472406
"s5","s2",0.406,15,400,0.01,-0.0788892508159904
"s5","s3",0.259,15,400,0.01,0.160837545394449
"s5","s4",0.47,15,400,0.01,0.0247121391766401
"s1","s2",0.25,16,400,0.01,0.2156654680005
"s1","s3",0.475,16,400,0.01,-0.0194364026761198
"s1","s4",0.099,16,400,0.01,0.42625357238975
"s1","s5",0.11,16,400,0.01,-0.38101682941136
"s2","s1",0.362,16,400,0.01,-0.12362381213354
"s2","s3",0.472,16,400,0.01,-0.0336670388851905
"s2","s4",0.336,16,400,0.01,-0.14229257726896
"s2","s5",0.332,16,400,0.01,-0.12212205759767
"s3","s1",0.23,16,400,0.01,-0.22651184121861
"s3","s2",0.06,16,400,0.01,0.453429360316661
"s3","s4",0.105,16,400,0.01,-0.40203178387436
"s3","s5",0.171,16,400,0.01,-0.290830314550441
"s4","s1",0.27,16,400,0.01,-0.17448646883448
"s4","s2",0.079,16,400,0.01,-0.487079916885
"s4","s3",0.077,16,400,0.01,0.5140739621373
"s4","s5",0.294,16,400,0.01,-0.16721528724193
"s5","s1",0.201,16,400,0.01,-0.253108220154791
"s5","s2",0.309,16,400,0.01,-0.17340859832588
"s5","s3",0.383,16,400,0.01,-0.0966667066116003
"s5","s4",0.3,16,400,0.01,-0.15541553630232
"s1","s2",0.315,17,400,0.01,0.1474562972238
"s1","s3",0.112,17,400,0.01,0.33153439358631
"s1","s4",0.352,17,400,0.01,0.13209635808646
"s1","s5",0.178,17,400,0.01,-0.21492450231375
"s2","s1",0.317,17,400,0.01,-0.15602779823583
"s2","s3",0.299,17,400,0.01,0.14470683661921
"s2","s4",0.009,17,400,0.01,-0.695854841142021
"s2","s5",0.455,17,400,0.01,-0.0456215875003405
"s3","s1",0.262,17,400,0.01,-0.17301169225001
"s3","s2",0.173,17,400,0.01,0.32712890137715
"s3","s4",0.186,17,400,0.01,-0.293582584770659
"s3","s5",0.492,17,400,0.01,-0.00482917521611004
"s4","s1",0.37,17,400,0.01,0.10787543968849
"s4","s2",0.061,17,400,0.01,-0.41443418605708
"s4","s3",0.128,17,400,0.01,0.32095109187952
"s4","s5",0.236,17,400,0.01,0.17299546771397
"s5","s1",0.499,17,400,0.01,0.00134453952148039
"s5","s2",0.046,17,400,0.01,-0.479136495525951
"s5","s3",0.165,17,400,0.01,-0.2522570621384
"s5","s4",0.035,17,400,0.01,-0.47164395012808
"s1","s2",0.448,18,400,0.01,-0.0616550977296901
"s1","s3",0.346,18,400,0.01,-0.12977182775146
"s1","s4",0.441,18,400,0.01,0.0548827990290199
"s1","s5",0.004,18,400,0.01,-0.81834055181714
"s2","s1",0.192,18,400,0.01,0.27207510715197
"s2","s3",0.335,18,400,0.01,0.16498289579616
"s2","s4",0.022,18,400,0.01,0.66691730525857
"s2","s5",0.374,18,400,0.01,0.10063047732911
"s3","s1",0.5,18,400,0.01,0.000258982511360806
"s3","s2",0.359,18,400,0.01,0.11193543698701
"s3","s4",0.311,18,400,0.01,0.184232135584749
"s3","s5",0.311,18,400,0.01,0.14788444334474
"s4","s1",0.034,18,400,0.01,-0.58550558470039
"s4","s2",0.26,18,400,0.01,0.187058264514439
"s4","s3",0.215,18,400,0.01,0.23912872235227
"s4","s5",0.076,18,400,0.01,-0.49857910402716
"s5","s1",0.448,18,400,0.01,0.0541380932481799
"s5","s2",0.415,18,400,0.01,0.0676949616591305
"s5","s3",0.194,18,400,0.01,0.283462339376459
"s5","s4",0.267,18,400,0.01,-0.18213018198892
"s1","s2",0.178,19,400,0.01,0.30788910776016
"s1","s3",0.222,19,400,0.01,-0.25108065242717
"s1","s4",0.31,19,400,0.01,0.16529823090959
"s1","s5",0.466,19,400,0.01,0.0301847876486896
"s2","s1",0.5,19,400,0.01,-0.000364164783579923
"s2","s3",0.478,19,400,0.01,0.0237115308111706
"s2","s4",0.185,19,400,0.01,0.27685087302102
"s2","s5",0.083,19,400,0.01,-0.4200149331427
"s3","s1",0.035,19,400,0.01,0.619194588984571
"s3","s2",0.058,19,400,0.01,0.53640194101392
"s3","s4",0.275,19,400,0.01,0.19254574999373
"s3","s5",0.338,19,400,0.01,0.13971104901482
"s4","s1",0.154,19,400,0.01,-0.38278324957179
"s4","s2",0.006,19,400,0.01,0.83145485679759
"s4","s3",0.029,19,400,0.01,0.67157596628455
"s4","s5",0.114,19,400,0.01,-0.31136512090552
"s5","s1",0.409,19,400,0.01,0.0695796562155699
"s5","s2",0.493,19,400,0.01,-0.00729999666750025
"s5","s3",0.275,19,400,0.01,-0.246869794631819
"s5","s4",0.091,19,400,0.01,0.426483243680901
"s1","s2",0.139,20,400,0.01,0.35717525926308
"s1","s3",0.029,20,400,0.01,-0.54412813375737
"s1","s4",0.341,20,400,0.01,-0.13736335873239
"s1","s5",0.007,20,400,0.01,-0.629852717391159
"s2","s1",0.44,20,400,0.01,0.0750921791737102
"s2","s3",0.277,20,400,0.01,-0.21716563518594
"s2","s4",0.265,20,400,0.01,-0.20601325736704
"s2","s5",0.143,20,400,0.01,-0.35670849785951
"s3","s1",0.289,20,400,0.01,0.18729907315428
"s3","s2",0.12,20,400,0.01,-0.41194043288278
"s3","s4",0.414,20,400,0.01,0.06905767310705
"s3","s5",0.117,20,400,0.01,0.36294339956028
"s4","s1",0.313,20,400,0.01,0.13671942756636
"s4","s2",0.401,20,400,0.01,-0.0822741854253701
"s4","s3",0.261,20,400,0.01,-0.18041697258135
"s4","s5",0.337,20,400,0.01,-0.11216161348593
"s5","s1",0.089,20,400,0.01,0.36248483340132
"s5","s2",0.202,20,400,0.01,-0.25771364893404
"s5","s3",0.229,20,400,0.01,0.188888337031559
"s5","s4",0.377,20,400,0.01,-0.09272977222194
"s1","s2",0.264,21,400,0.01,0.193945783404629
"s1","s3",0.319,21,400,0.01,-0.17417834947689
"s1","s4",0.308,21,400,0.01,-0.136746559926469
"s1","s5",0.404,21,400,0.01,-0.0721470850083401
"s2","s1",0.153,21,400,0.01,0.34422921599144
"s2","s3",0.322,21,400,0.01,0.165355260984851
"s2","s4",0.403,21,400,0.01,-0.0667286548626498
"s2","s5",0.11,21,400,0.01,0.42769182573094
"s3","s1",0.231,21,400,0.01,0.230582751398409
"s3","s2",0.239,21,400,0.01,0.240549633985171
"s3","s4",0.461,21,400,0.01,0.0305749061274803
"s3","s5",0.383,21,400,0.01,-0.112832164419491
"s4","s1",0.022,21,400,0.01,-0.5496644686711
"s4","s2",0.479,21,400,0.01,0.0143706033666806
"s4","s3",0.233,21,400,0.01,-0.22064561377199
"s4","s5",0.265,21,400,0.01,-0.164931035755029
"s5","s1",0.184,21,400,0.01,0.2534032669258
"s5","s2",0.162,21,400,0.01,0.31980760331864
"s5","s3",0.44,21,400,0.01,0.0488065835909808
"s5","s4",0.237,21,400,0.01,-0.17945622054176
"s1","s2",0.499,22,400,0.01,-0.00291948567319977
"s1","s3",0.003,22,400,0.01,-0.801869047983431
"s1","s4",0.394,22,400,0.01,0.0997507948588199
"s1","s5",0.321,22,400,0.01,0.16130576066899
"s2","s1",0.439,22,400,0.01,-0.0415918774087203
"s2","s3",0.322,22,400,0.01,0.15424464040308
"s2","s4",0.168,22,400,0.01,-0.28264398992218
"s2","s5",0.337,22,400,0.01,-0.14711772826996
"s3","s1",0.393,22,400,0.01,0.10050341873346
"s3","s2",0.299,22,400,0.01,0.19325162354696
"s3","s4",0.249,22,400,0.01,0.209680014515571
"s3","s5",0.485,22,400,0.01,-0.00967623629611047
"s4","s1",0.031,22,400,0.01,0.639729975977581
"s4","s2",0.466,22,400,0.01,-0.0188893085694604
"s4","s3",0.191,22,400,0.01,0.27797179441694
"s4","s5",0.111,22,400,0.01,0.39104350752661
"s5","s1",0.04,22,400,0.01,-0.50970872298266
"s5","s2",0.149,22,400,0.01,-0.293738564594101
"s5","s3",0.491,22,400,0.01,-0.00412512808071952
"s5","s4",0.026,22,400,0.01,0.57243927859635
"s1","s2",0.32,23,400,0.01,-0.10411473861222
"s1","s3",0.328,23,400,0.01,0.12653080911216
"s1","s4",0.205,23,400,0.01,-0.23269944492126
"s1","s5",0.122,23,400,0.01,0.35429345815262
"s2","s1",0.325,23,400,0.01,0.14881515211039
"s2","s3",0.172,23,400,0.01,0.26514257666926
"s2","s4",0.019,23,400,0.01,-0.541512826274221
"s2","s5",0.436,23,400,0.01,-0.0548547545008606
"s3","s1",0.144,23,400,0.01,-0.29841147596548
"s3","s2",0.068,23,400,0.01,-0.43910266053294
"s3","s4",0.317,23,400,0.01,0.15043739881358
"s3","s5",0.187,23,400,0.01,0.28604352077002
"s4","s1",0.453,23,400,0.01,-0.0308486059054394
"s4","s2",0.475,23,400,0.01,0.0305028596601407
"s4","s3",0.081,23,400,0.01,-0.437093545782441
"s4","s5",0.217,23,400,0.01,-0.24179683774249
"s5","s1",0.192,23,400,0.01,0.23844714266225
"s5","s2",0.086,23,400,0.01,-0.421928905668141
"s5","s3",0.144,23,400,0.01,0.3346442457009
"s5","s4",0.255,23,400,0.01,0.18327020830538
"s1","s2",0.074,24,400,0.01,-0.43219578665792
"s1","s3",0.25,24,400,0.01,-0.22040958817187
"s1","s4",0.109,24,400,0.01,-0.365454147579769
"s1","s5",0.474,24,400,0.01,0.0280275608323501
"s2","s1",0.255,24,400,0.01,0.195902592320939
"s2","s3",0.148,24,400,0.01,-0.298166319807589
"s2","s4",0.274,24,400,0.01,-0.19053870347201
"s2","s5",0.139,24,400,0.01,-0.30074191848524
"s3","s1",0.095,24,400,0.01,0.40310223974775
"s3","s2",0.298,24,400,0.01,-0.15367595426859
"s3","s4",0.169,24,400,0.01,-0.28635877522717
"s3","s5",0.261,24,400,0.01,-0.17937634136932
"s4","s1",0.473,24,400,0.01,-0.0220525890074699
"s4","s2",0.128,24,400,0.01,-0.33616747212451
"s4","s3",0.193,24,400,0.01,-0.25568935950606
"s4","s5",0.413,24,400,0.01,-0.0801505271307699
"s5","s1",0.441,24,400,0.01,0.0579622368182102
"s5","s2",0.005,24,400,0.01,0.78972276385057
"s5","s3",0.477,24,400,0.01,-0.0222193308717902
"s5","s4",0.186,24,400,0.01,-0.271451008490001
"s1","s2",0.185,25,400,0.01,0.24970037083358
"s1","s3",0.476,25,400,0.01,-0.0250099756413498
"s1","s4",0.22,25,400,0.01,0.25831514117659
"s1","s5",0.201,25,400,0.01,0.25544403424975
"s2","s1",0.4,25,400,0.01,-0.0765311505078801
"s2","s3",0.106,25,400,0.01,0.397998013683241
"s2","s4",0.351,25,400,0.01,-0.0966112856125703
"s2","s5",0.306,25,400,0.01,0.14151816239169
"s3","s1",0.225,25,400,0.01,-0.20709423634253
"s3","s2",0.012,25,400,0.01,0.78985191028125
"s3","s4",0.496,25,400,0.01,0.00462763051972015
"s3","s5",0.375,25,400,0.01,0.09703648221317
"s4","s1",0.278,25,400,0.01,0.1724785029792
"s4","s2",0.139,25,400,0.01,-0.33502890387856
"s4","s3",0.125,25,400,0.01,-0.34530894371557
"s4","s5",0.382,25,400,0.01,-0.1177782452256
"s5","s1",0.316,25,400,0.01,-0.1449950642984
"s5","s2",0.172,25,400,0.01,0.34004300837165
"s5","s3",0.26,25,400,0.01,-0.18641777931764
"s5","s4",0.453,25,400,0.01,0.0326757778896702
"s1","s2",0.104,26,400,0.01,-0.37860052260963
"s1","s3",0.086,26,400,0.01,-0.38858836556173
"s1","s4",0.115,26,400,0.01,0.32728354974722
"s1","s5",0.055,26,400,0.01,-0.4472872660121
"s2","s1",0.035,26,400,0.01,0.50328066978104
"s2","s3",0.445,26,400,0.01,0.0566792904990301
"s2","s4",0.402,26,400,0.01,-0.0564521446538198
"s2","s5",0.298,26,400,0.01,0.1583262294059
"s3","s1",0.061,26,400,0.01,-0.47223155410904
"s3","s2",0.229,26,400,0.01,0.221131135129291
"s3","s4",0.184,26,400,0.01,0.294215958673891
"s3","s5",0.083,26,400,0.01,-0.39119382629855
"s4","s1",0.029,26,400,0.01,-0.451727980855781
"s4","s2",0.261,26,400,0.01,0.17121696486212
"s4","s3",0.076,26,400,0.01,-0.37682614973957
"s4","s5",0.212,26,400,0.01,-0.236242296687649
"s5","s1",0.145,26,400,0.01,-0.361279703500631
"s5","s2",0.124,26,400,0.01,-0.320422839982769
"s5","s3",0.277,26,400,0.01,0.197913875174541
"s5","s4",0.501,26,400,0.01,0
"s1","s2",0.067,27,400,0.01,-0.427289290147019
"s1","s3",0.272,27,400,0.01,-0.144810222930221
"s1","s4",0.41,27,400,0.01,-0.0561628402272607
"s1","s5",0.204,27,400,0.01,-0.26729563833274
"s2","s1",0.391,27,400,0.01,-0.0797897913271202
"s2","s3",0.15,27,400,0.01,-0.31400495384551
"s2","s4",0.432,27,400,0.01,0.0530390274166299
"s2","s5",0.296,27,400,0.01,-0.15418736173911
"s3","s1",0.152,27,400,0.01,-0.273181680857521
"s3","s2",0.02,27,400,0.01,0.71667013470078
"s3","s4",0.198,27,400,0.01,0.25973642763573
"s3","s5",0.277,27,400,0.01,-0.1871067208744
"s4","s1",0.483,27,400,0.01,-0.00709123778093979
"s4","s2",0.106,27,400,0.01,-0.34699968550841
"s4","s3",0.458,27,400,0.01,0.0295907025253497
"s4","s5",0.386,27,400,0.01,-0.106614277764391
"s5","s1",0.349,27,400,0.01,-0.12905041384124
"s5","s2",0.431,27,400,0.01,0.0420338412639296
"s5","s3",0.239,27,400,0.01,-0.190610781514811
"s5","s4",0.172,27,400,0.01,-0.30367225570884
"s1","s2",0.372,28,400,0.01,0.08278516970217
"s1","s3",0.263,28,400,0.01,0.19172208281426
"s1","s4",0.083,28,400,0.01,0.38390498896917
"s1","s5",0.318,28,400,0.01,-0.16938312465716
"s2","s1",0.103,28,400,0.01,0.36944065067556
"s2","s3",0.112,28,400,0.01,-0.30686446738286
"s2","s4",0.289,28,400,0.01,-0.158990490390361
"s2","s5",0.336,28,400,0.01,-0.15217490067604
"s3","s1",0.081,28,400,0.01,-0.456209799616571
"s3","s2",0.016,28,400,0.01,0.64590578384858
"s3","s4",0.436,28,400,0.01,-0.0473396551813705
"s3","s5",0.394,28,400,0.01,0.0764648495444096
"s4","s1",0.142,28,400,0.01,0.26155017380281
"s4","s2",0.241,28,400,0.01,0.21432943146378
"s4","s3",0.238,28,400,0.01,-0.18146712240849
"s4","s5",0.307,28,400,0.01,0.14923411039041
"s5","s1",0.308,28,400,0.01,-0.151008475399379
"s5","s2",0.427,28,400,0.01,0.0468339613567608
"s5","s3",0.316,28,400,0.01,-0.13672302112811
"s5","s4",0.41,28,400,0.01,0.0629652313366096
"s1","s2",0.191,29,400,0.01,0.2729399354489
"s1","s3",0.304,29,400,0.01,-0.15624595628611
"s1","s4",0.155,29,400,0.01,0.26872942252963
"s1","s5",0.213,29,400,0.01,-0.19677987290039
"s2","s1",0.151,29,400,0.01,0.32762555930722
"s2","s3",0.203,29,400,0.01,-0.25213964475319
"s2","s4",0.186,29,400,0.01,-0.27226430128043
"s2","s5",0.26,29,400,0.01,-0.21246757060696
"s3","s1",0.353,29,400,0.01,-0.15524756939468
"s3","s2",0.332,29,400,0.01,-0.12974320571013
"s3","s4",0.388,29,400,0.01,0.10925058670972
"s3","s5",0.162,29,400,0.01,-0.29530776543183
"s4","s1",0.178,29,400,0.01,0.27797307612635
"s4","s2",0.379,29,400,0.01,-0.0901879027689398
"s4","s3",0.054,29,400,0.01,0.53938165102705
"s4","s5",0.083,29,400,0.01,-0.44956480156611
"s5","s1",0.231,29,400,0.01,0.2520387493206
"s5","s2",0.35,29,400,0.01,-0.11888513679179
"s5","s3",0.11,29,400,0.01,-0.43080951001318
"s5","s4",0.073,29,400,0.01,0.44119170073651
"s1","s2",0.169,30,400,0.01,0.28294119302053
"s1","s3",0.155,30,400,0.01,-0.246193602691759
"s1","s4",0.221,30,400,0.01,0.27485192676765
"s1","s5",0.171,30,400,0.01,-0.28652895390457
"s2","s1",0.166,30,400,0.01,0.2757096818778
"s2","s3",0.281,30,400,0.01,0.14643560335558
"s2","s4",0.132,30,400,0.01,-0.33729788929466
"s2","s5",0.01,30,400,0.01,-0.732124081836741
"s3","s1",0.269,30,400,0.01,-0.17193062197398
"s3","s2",0.045,30,400,0.01,0.49261059337487
"s3","s4",0.391,30,400,0.01,0.0826862706375202
"s3","s5",0.342,30,400,0.01,0.13139592105674
"s4","s1",0.435,30,400,0.01,-0.0627199929039
"s4","s2",0.11,30,400,0.01,-0.37803316221482
"s4","s3",0.16,30,400,0.01,0.31674997557403
"s4","s5",0.414,30,400,0.01,-0.0606012246384307
"s5","s1",0.195,30,400,0.01,0.27362650506141
"s5","s2",0.229,30,400,0.01,0.19831158137581
"s5","s3",0.199,30,400,0.01,-0.21808991315213
"s5","s4",0.476,30,400,0.01,-0.0212908760955797
"s1","s2",0.185,1,400,0.1,-0.29428251223421
"s1","s3",0.381,1,400,0.1,-0.0866038193579204
"s1","s4",0.167,1,400,0.1,0.32379762015036
"s1","s5",0.165,1,400,0.1,-0.3237338100669
"s2","s1",0.009,1,400,0.1,-0.747633749084359
"s2","s3",0.001,1,400,0.1,-1.00916706910911
"s2","s4",0.007,1,400,0.1,-0.66860304046917
"s2","s5",0.5,1,400,0.1,-0.000235314333250081
"s3","s1",0.319,1,400,0.1,-0.157992406450481
"s3","s2",0.141,1,400,0.1,-0.26959009944714
"s3","s4",0.393,1,400,0.1,0.0651455479419498
"s3","s5",0.288,1,400,0.1,0.16818118839615
"s4","s1",0.357,1,400,0.1,-0.125072154690351
"s4","s2",0.235,1,400,0.1,-0.225349661612499
"s4","s3",0.122,1,400,0.1,0.34139816144142
"s4","s5",0.438,1,400,0.1,-0.0439496654719598
"s5","s1",0.119,1,400,0.1,-0.39479255740429
"s5","s2",0.14,1,400,0.1,-0.32338602696386
"s5","s3",0.376,1,400,0.1,-0.0769618436191095
"s5","s4",0.339,1,400,0.1,0.1127586544712
"s1","s2",0.211,2,400,0.1,-0.21173829767466
"s1","s3",0.292,2,400,0.1,0.20333819108632
"s1","s4",0.083,2,400,0.1,-0.42137839591582
"s1","s5",0.035,2,400,0.1,0.57672935743721
"s2","s1",0.325,2,400,0.1,0.13585557584969
"s2","s3",0.024,2,400,0.1,-0.46273941232252
"s2","s4",0.01,2,400,0.1,-0.58271869772594
"s2","s5",0.488,2,400,0.1,0.00789663963428033
"s3","s1",0.105,2,400,0.1,0.42158377255523
"s3","s2",0.283,2,400,0.1,-0.14196600898011
"s3","s4",0.194,2,400,0.1,0.19042890481796
"s3","s5",0.043,2,400,0.1,-0.491640949796619
"s4","s1",0.437,2,400,0.1,0.0611052311225402
"s4","s2",0.189,2,400,0.1,-0.217317239200271
"s4","s3",0.055,2,400,0.1,0.42170788295257
"s4","s5",0.107,2,400,0.1,-0.36775729343832
"s5","s1",0.125,2,400,0.1,0.393790430019649
"s5","s2",0.425,2,400,0.1,-0.0438097798506805
"s5","s3",0.424,2,400,0.1,0.0654180515061
"s5","s4",0.173,2,400,0.1,-0.25842523635583
"s1","s2",0.002,3,400,0.1,-0.81482939827797
"s1","s3",0.394,3,400,0.1,0.0881582687823101
"s1","s4",0.183,3,400,0.1,-0.24325955156689
"s1","s5",0.091,3,400,0.1,-0.44679052032497
"s2","s1",0.261,3,400,0.1,0.19195292922614
"s2","s3",0.463,3,400,0.1,-0.0222998921125797
"s2","s4",0.001,3,400,0.1,-0.74504321995137
"s2","s5",0.025,3,400,0.1,0.58427526952685
"s3","s1",0.452,3,400,0.1,0.0379959888381096
"s3","s2",0.308,3,400,0.1,-0.15349472739151
"s3","s4",0.092,3,400,0.1,-0.40008075594926
"s3","s5",0.227,3,400,0.1,-0.23734396957333
"s4","s1",0.196,3,400,0.1,0.22891858548116
"s4","s2",0.275,3,400,0.1,0.15933833467982
"s4","s3",0.266,3,400,0.1,0.166571561466091
"s4","s5",0.157,3,400,0.1,0.33878076307434
"s5","s1",0.172,3,400,0.1,0.31567516940145
"s5","s2",0.148,3,400,0.1,-0.296454174224411
"s5","s3",0.288,3,400,0.1,-0.18468541979593
"s5","s4",0.492,3,400,0.1,-0.00741807146625995
"s1","s2",0.012,4,400,0.1,-0.694238279052811
"s1","s3",0.297,4,400,0.1,-0.167478821434909
"s1","s4",0.134,4,400,0.1,-0.37037294253267
"s1","s5",0.292,4,400,0.1,-0.17474166248479
"s2","s1",0.262,4,400,0.1,0.19236776355879
"s2","s3",0.011,4,400,0.1,-0.6094363237762
"s2","s4",0.001,4,400,0.1,-1.10137579802637
"s2","s5",0.074,4,400,0.1,-0.44473627490175
"s3","s1",0.315,4,400,0.1,0.1463340180947
"s3","s2",0.054,4,400,0.1,0.44678926349442
"s3","s4",0.283,4,400,0.1,-0.17608661264151
"s3","s5",0.011,4,400,0.1,-0.66612074350076
"s4","s1",0.487,4,400,0.1,0.0105974978121299
"s4","s2",0.189,4,400,0.1,-0.23428289694035
"s4","s3",0.153,4,400,0.1,0.32016708903595
"s4","s5",0.108,4,400,0.1,-0.37023960103601
"s5","s1",0.097,4,400,0.1,0.42943299146249
"s5","s2",0.326,4,400,0.1,-0.15606730161182
"s5","s3",0.246,4,400,0.1,-0.20996663793788
"s5","s4",0.005,4,400,0.1,-0.818999311687771
"s1","s2",0.003,5,400,0.1,-0.99698493986737
"s1","s3",0.058,5,400,0.1,-0.46048734033079
"s1","s4",0.472,5,400,0.1,-0.0460829956092699
"s1","s5",0.208,5,400,0.1,0.27427195681574
"s2","s1",0.454,5,400,0.1,-0.0363837400751894
"s2","s3",0.001,5,400,0.1,-0.883460004672211
"s2","s4",0.031,5,400,0.1,-0.521651535161039
"s2","s5",0.351,5,400,0.1,0.0979411303507804
"s3","s1",0.089,5,400,0.1,0.41964969765268
"s3","s2",0.464,5,400,0.1,-0.0186342247575899
"s3","s4",0.043,5,400,0.1,0.522646129240401
"s3","s5",0.386,5,400,0.1,-0.0760024279414697
"s4","s1",0.076,5,400,0.1,0.414108300445259
"s4","s2",0.288,5,400,0.1,0.14876898148492
"s4","s3",0.394,5,400,0.1,-0.0790620687477697
"s4","s5",0.289,5,400,0.1,0.15579466789393
"s5","s1",0.482,5,400,0.1,-0.0144117278903906
"s5","s2",0.044,5,400,0.1,-0.4782392338352
"s5","s3",0.45,5,400,0.1,0.0318758456203607
"s5","s4",0.06,5,400,0.1,-0.41495935997678
"s1","s2",0.001,6,400,0.1,-1.04578347445696
"s1","s3",0.296,6,400,0.1,-0.15124421320402
"s1","s4",0.241,6,400,0.1,0.20185123773845
"s1","s5",0.341,6,400,0.1,-0.11141692819782
"s2","s1",0.475,6,400,0.1,0.0128263317989399
"s2","s3",0.008,6,400,0.1,-0.70884343457735
"s2","s4",0.003,6,400,0.1,-0.73235651411488
"s2","s5",0.248,6,400,0.1,-0.19513626427285
"s3","s1",0.46,6,400,0.1,0.0290181366852096
"s3","s2",0.363,6,400,0.1,0.11726654503519
"s3","s4",0.385,6,400,0.1,0.0907358611223703
"s3","s5",0.35,6,400,0.1,-0.10766318059772
"s4","s1",0.021,6,400,0.1,0.56473501927465
"s4","s2",0.364,6,400,0.1,0.0934132215602697
"s4","s3",0.403,6,400,0.1,-0.0779076884754994
"s4","s5",0.186,6,400,0.1,0.31731712797361
"s5","s1",0.214,6,400,0.1,-0.25274367550874
"s5","s2",0.168,6,400,0.1,0.30810864615716
"s5","s3",0.318,6,400,0.1,-0.12794268766805
"s5","s4",0.226,6,400,0.1,-0.24663836660032
"s1","s2",0.001,7,400,0.1,-0.92527954984154
"s1","s3",0.161,7,400,0.1,0.31322705513419
"s1","s4",0.384,7,400,0.1,-0.0990985572235896
"s1","s5",0.343,7,400,0.1,-0.105290189171421
"s2","s1",0.095,7,400,0.1,-0.36375701369883
"s2","s3",0.387,7,400,0.1,0.09661590338757
"s2","s4",0.014,7,400,0.1,-0.519619155739099
"s2","s5",0.181,7,400,0.1,0.25705522030119
"s3","s1",0.122,7,400,0.1,0.36655675633683
"s3","s2",0.438,7,400,0.1,0.0439098249177299
"s3","s4",0.257,7,400,0.1,0.20109519811456
"s3","s5",0.085,7,400,0.1,-0.42715818155711
"s4","s1",0.195,7,400,0.1,0.27779813241395
"s4","s2",0.013,7,400,0.1,0.65281200478327
"s4","s3",0.496,7,400,0.1,0.00166457872022008
"s4","s5",0.351,7,400,0.1,-0.11382076040755
"s5","s1",0.128,7,400,0.1,-0.34833011308142
"s5","s2",0.226,7,400,0.1,0.2457331601418
"s5","s3",0.007,7,400,0.1,-0.74193487441557
"s5","s4",0.405,7,400,0.1,-0.0959340853693504
"s1","s2",0.042,8,400,0.1,-0.49217452805283
"s1","s3",0.202,8,400,0.1,0.28276131358958
"s1","s4",0.121,8,400,0.1,-0.32594887575998
"s1","s5",0.07,8,400,0.1,-0.465750199750899
"s2","s1",0.326,8,400,0.1,-0.11736809659928
"s2","s3",0.001,8,400,0.1,-1.03444584067977
"s2","s4",0.005,8,400,0.1,-0.76649387992457
"s2","s5",0.119,8,400,0.1,-0.330643719720801
"s3","s1",0.405,8,400,0.1,0.0551511195703602
"s3","s2",0.365,8,400,0.1,-0.0851009765614599
"s3","s4",0.471,8,400,0.1,-0.0270488022730504
"s3","s5",0.395,8,400,0.1,0.0725299292211599
"s4","s1",0.204,8,400,0.1,-0.22639448011497
"s4","s2",0.165,8,400,0.1,0.28015062150517
"s4","s3",0.343,8,400,0.1,-0.10747257369772
"s4","s5",0.025,8,400,0.1,0.55326515378479
"s5","s1",0.343,8,400,0.1,-0.12905795512655
"s5","s2",0.488,8,400,0.1,0.0111677727434207
"s5","s3",0.004,8,400,0.1,-0.74168782210586
"s5","s4",0.451,8,400,0.1,-0.03210352554445
"s1","s2",0.002,9,400,0.1,-0.93424439197837
"s1","s3",0.093,9,400,0.1,0.389458732136751
"s1","s4",0.072,9,400,0.1,-0.34738741786779
"s1","s5",0.108,9,400,0.1,-0.38266670190544
