"from","to","interval","rep","Tmax","strength"
"s1","s2",6.68786386125768,23,300,0.2
"s1","s2",6.94207147708892,23,300,0.2
"s1","s2",6.71837910754474,23,300,0.2
"s1","s2",6.36800654684239,23,300,0.2
"s1","s2",5.95781463289433,23,300,0.2
"s1","s2",6.25234200520734,23,300,0.2
"s1","s2",6.58461128617515,23,300,0.2
"s1","s2",7.04221650342387,23,300,0.2
"s1","s2",7.10670481597301,23,300,0.2
"s1","s2",6.30047568452282,23,300,0.2
"s1","s2",6.26275868492597,23,300,0.2
"s1","s2",6.59923281980233,23,300,0.2
"s1","s2",6.47076353324199,23,300,0.2
"s1","s2",6.09904929160791,23,300,0.2
"s1","s2",6.70480371340108,23,300,0.2
"s1","s2",5.79146799162578,23,300,0.2
"s1","s2",7.04735883135586,23,300,0.2
"s1","s2",6.62906950089132,23,300,0.2
"s1","s2",6.38760858309823,23,300,0.2
"s1","s2",6.61166809844775,23,300,0.2
"s1","s2",6.14893574863146,23,300,0.2
"s1","s2",6.62899216950285,23,300,0.2
"s1","s2",6.65962429209415,23,300,0.2
"s1","s2",6.03246681321417,23,300,0.2
"s1","s2",6.48545537290997,23,300,0.2
"s1","s2",6.55862418233566,23,300,0.2
"s1","s2",6.32498434596782,23,300,0.2
"s1","s2",6.38989522239288,23,300,0.2
"s1","s2",5.88195536977017,23,300,0.2
"s1","s2",6.26490537461376,23,300,0.2
"s1","s2",6.34639628697059,23,300,0.2
"s1","s2",6.35239461566132,23,300,0.2
"s1","s2",6.48061506855481,23,300,0.2
"s1","s2",5.70366015362532,23,300,0.2
"s1","s2",6.85017223136664,23,300,0.2
"s1","s2",6.67511769744404,23,300,0.2
"s1","s2",6.57405277050974,23,300,0.2
"s1","s2",6.40503896106319,23,300,0.2
"s1","s2",6.49050441626299,23,300,0.2
"s1","s2",6.47425696424301,23,300,0.2
"s1","s2",6.19584440436002,23,300,0.2
"s1","s2",6.30019524494611,23,300,0.2
"s1","s2",7.20414467826537,23,300,0.2
"s1","s2",6.38319298784742,23,300,0.2
"s1","s2",5.95757426955575,23,300,0.2
"s1","s2",5.93673845718774,23,300,0.2
"s1","s2",6.25908609167427,23,300,0.2
"s1","s2",6.55862418233566,23,300,0.2
"s1","s2",6.25589967921807,23,300,0.2
"s1","s2",5.93682001752585,23,300,0.2
"s1","s2",5.97067153534643,23,300,0.2
"s1","s2",6.61526978543553,23,300,0.2
"s1","s2",6.41248851052836,23,300,0.2
"s1","s2",6.23860839572134,23,300,0.2
"s1","s2",6.44050815147099,23,300,0.2
"s1","s2",6.76739488651667,23,300,0.2
"s1","s2",6.97246819261743,23,300,0.2
"s1","s2",6.66737099476909,23,300,0.2
"s1","s2",6.2993551683529,23,300,0.2
"s1","s2",6.42303011648551,23,300,0.2
"s1","s2",6.14760258161274,23,300,0.2
"s1","s2",6.85509924256276,23,300,0.2
"s1","s2",6.25590641686932,23,300,0.2
"s1","s2",6.02581513707892,23,300,0.2
"s1","s2",6.73051248814508,23,300,0.2
"s1","s2",6.48665866955746,23,300,0.2
"s1","s2",5.79314733429834,23,300,0.2
"s1","s2",6.11389887578412,23,300,0.2
"s1","s2",6.133648870602,23,300,0.2
"s1","s2",6.38583278781013,23,300,0.2
"s1","s2",6.91166907643763,23,300,0.2
"s1","s2",6.36119027164553,23,300,0.2
"s1","s2",6.62649117407372,23,300,0.2
"s1","s2",6.70360432806205,23,300,0.2
"s1","s2",6.42764131328869,23,300,0.2
"s1","s2",6.11691765195084,23,300,0.2
"s1","s2",6.44002453362859,23,300,0.2
"s1","s2",7.01506352045365,23,300,0.2
"s1","s2",6.05679044029421,23,300,0.2
"s1","s2",6.78970948862063,23,300,0.2
"s1","s2",7.05793724100519,23,300,0.2
"s1","s2",6.321042146732,23,300,0.2
"s1","s2",6.10929615983143,23,300,0.2
"s1","s2",6.38610273537124,23,300,0.2
"s1","s2",6.01850829093988,23,300,0.2
"s1","s2",6.55831440189353,23,300,0.2
"s1","s2",6.12355612694085,23,300,0.2
"s1","s2",7.29870002494332,23,300,0.2
"s1","s2",6.9463782559356,23,300,0.2
"s1","s2",6.37385930629793,23,300,0.2
"s1","s2",6.8833060974937,23,300,0.2
"s1","s2",6.44002453362859,23,300,0.2
"s1","s2",7.50597784414597,23,300,0.2
"s1","s2",6.62151613407582,23,300,0.2
"s1","s2",6.40706556521334,23,300,0.2
"s1","s2",6.54227022445721,23,300,0.2
"s1","s2",6.80599950492379,23,300,0.2
"s1","s2",7.20188634876482,23,300,0.2
"s1","s2",6.05165800033384,23,300,0.2
"s1","s2",6.47076353324199,23,300,0.2
"s1","s2",6.17968530976742,23,300,0.2
"s1","s2",6.89716158280103,23,300,0.2
"s1","s2",6.32768842822744,23,300,0.2
"s1","s2",6.4957574460347,23,300,0.2
"s1","s2",6.00052003884844,23,300,0.2
"s1","s2",5.88964668421825,23,300,0.2
"s1","s2",6.93348382881332,23,300,0.2
"s1","s2",6.09204348378398,23,300,0.2
"s1","s2",6.81327447320906,23,300,0.2
"s1","s2",6.66795620349515,23,300,0.2
"s1","s2",6.49654619918206,23,300,0.2
"s1","s2",6.31782320007164,23,300,0.2
"s1","s2",6.7527592381791,23,300,0.2
"s1","s2",5.92411022491984,23,300,0.2
"s1","s2",5.95431295837202,23,300,0.2
"s1","s2",6.50491867349376,23,300,0.2
"s1","s2",6.4839917866929,23,300,0.2
"s1","s2",6.94519490611384,23,300,0.2
"s1","s2",6.59458021965935,23,300,0.2
"s1","s2",6.07631341000288,23,300,0.2
"s1","s2",6.44161476796049,23,300,0.2
"s1","s2",6.1909727642032,23,300,0.2
