"from","to","interval","rep","Tmax","strength"
"s1","s2",6.74158464465481,12,500,0.1
"s1","s2",7.17114449989049,12,500,0.1
"s1","s2",6.99894843535231,12,500,0.1
"s1","s2",7.24101364775655,12,500,0.1
"s1","s2",6.93326221916098,12,500,0.1
"s1","s2",6.72209115241066,12,500,0.1
"s1","s2",6.67857938399072,12,500,0.1
"s1","s2",6.71045834261751,12,500,0.1
"s1","s2",6.81877484756313,12,500,0.1
"s1","s2",6.90385332432123,12,500,0.1
"s1","s2",7.02676244350619,12,500,0.1
"s1","s2",7.11477601430147,12,500,0.1
"s1","s2",7.28584774820001,12,500,0.1
"s1","s2",6.80917243076425,12,500,0.1
"s1","s2",6.96772407245052,12,500,0.1
"s1","s2",6.72370641330654,12,500,0.1
"s1","s2",7.22861143658285,12,500,0.1
"s1","s2",6.75289882142363,12,500,0.1
"s1","s2",7.05612693237948,12,500,0.1
"s1","s2",6.9794287917835,12,500,0.1
"s1","s2",6.82496913856606,12,500,0.1
"s1","s2",6.95405887434487,12,500,0.1
"s1","s2",6.80062532121434,12,500,0.1
"s1","s2",6.90005379978655,12,500,0.1
"s1","s2",6.75774665904726,12,500,0.1
"s1","s2",6.65941785716865,12,500,0.1
"s1","s2",6.82870111374098,12,500,0.1
"s1","s2",6.55790760266401,12,500,0.1
"s1","s2",6.89610449064617,12,500,0.1
"s1","s2",7.49021832612073,12,500,0.1
"s1","s2",6.7364865892385,12,500,0.1
"s1","s2",6.69819477980033,12,500,0.1
"s1","s2",6.52655401487399,12,500,0.1
"s1","s2",6.89630540858616,12,500,0.1
"s1","s2",6.52546711586029,12,500,0.1
"s1","s2",6.92027527249844,12,500,0.1
"s1","s2",6.67283736303017,12,500,0.1
"s1","s2",6.98989925163312,12,500,0.1
"s1","s2",6.87194725392963,12,500,0.1
"s1","s2",6.78760679087384,12,500,0.1
"s1","s2",6.56538557955079,12,500,0.1
"s1","s2",6.59605725821791,12,500,0.1
"s1","s2",6.76053319654147,12,500,0.1
"s1","s2",6.75731180695496,12,500,0.1
"s1","s2",7.30208152565211,12,500,0.1
"s1","s2",7.13458916330256,12,500,0.1
"s1","s2",7.62486675882248,12,500,0.1
"s1","s2",6.95182119258715,12,500,0.1
"s1","s2",7.15423462387537,12,500,0.1
"s1","s2",6.83893092827185,12,500,0.1
"s1","s2",6.52123050588881,12,500,0.1
"s1","s2",6.71859966952977,12,500,0.1
"s1","s2",7.31629320739496,12,500,0.1
"s1","s2",7.01122143988007,12,500,0.1
"s1","s2",7.25806117685494,12,500,0.1
"s1","s2",6.83470245494605,12,500,0.1
"s1","s2",6.65226682719174,12,500,0.1
"s1","s2",6.89108129886017,12,500,0.1
"s1","s2",6.94030498478622,12,500,0.1
"s1","s2",6.85456422565323,12,500,0.1
"s1","s2",6.51075430983293,12,500,0.1
"s1","s2",6.53057199091698,12,500,0.1
"s1","s2",7.32908976316121,12,500,0.1
"s1","s2",6.81198317163734,12,500,0.1
"s1","s2",6.5940865576535,12,500,0.1
"s1","s2",7.31111732724496,12,500,0.1
"s1","s2",6.63161764490178,12,500,0.1
"s1","s2",6.9022616073363,12,500,0.1
"s1","s2",6.73455407601946,12,500,0.1
"s1","s2",6.5423575133799,12,500,0.1
"s1","s2",6.9786004884397,12,500,0.1
"s1","s2",7.41472895756038,12,500,0.1
"s1","s2",7.26827326836636,12,500,0.1
"s1","s2",7.06280300510383,12,500,0.1
"s1","s2",6.75404998600297,12,500,0.1
"s1","s2",7.04187172333994,12,500,0.1
"s1","s2",6.94187329476166,12,500,0.1
"s1","s2",6.63978166581313,12,500,0.1
"s1","s2",6.57486441135038,12,500,0.1
"s1","s2",6.49978085001958,12,500,0.1
"s1","s2",6.80525486911313,12,500,0.1
"s1","s2",6.82250456384752,12,500,0.1
"s1","s2",7.00816225924181,12,500,0.1
"s1","s2",7.04425915200196,12,500,0.1
"s1","s2",6.93763657328503,12,500,0.1
"s1","s2",6.40797269806735,12,500,0.1
"s1","s2",6.58628037701288,12,500,0.1
"s1","s2",7.01109044280328,12,500,0.1
"s1","s2",6.95973056812527,12,500,0.1
"s1","s2",7.05030022868249,12,500,0.1
