"from","to","interval","rep","Tmax","strength"
"s1","s2",6.56676036122617,20,500,0.5
"s1","s2",6.42479726851786,20,500,0.5
"s1","s2",6.49642463814409,20,500,0.5
"s1","s2",7.06855163060928,20,500,0.5
"s1","s2",6.4286725153448,20,500,0.5
"s1","s2",6.45159587809182,20,500,0.5
"s1","s2",6.11471020472008,20,500,0.5
"s1","s2",6.70782899499821,20,500,0.5
"s1","s2",6.37354843499284,20,500,0.5
"s1","s2",6.31184255078222,20,500,0.5
"s1","s2",6.64518018300247,20,500,0.5
"s1","s2",6.67730385472647,20,500,0.5
"s1","s2",6.11699696406101,20,500,0.5
"s1","s2",6.55210365153968,20,500,0.5
"s1","s2",6.48964955270282,20,500,0.5
"s1","s2",6.20155057198104,20,500,0.5
"s1","s2",6.5772200395312,20,500,0.5
"s1","s2",6.42917690734794,20,500,0.5
"s1","s2",6.52053086333046,20,500,0.5
"s1","s2",6.67900641045804,20,500,0.5
"s1","s2",6.58099067895668,20,500,0.5
"s1","s2",6.16652535931862,20,500,0.5
"s1","s2",6.56420766479683,20,500,0.5
"s1","s2",6.72946229807494,20,500,0.5
"s1","s2",6.58227002916774,20,500,0.5
"s1","s2",6.67730385472647,20,500,0.5
"s1","s2",6.21757094981055,20,500,0.5
"s1","s2",6.43999713697394,20,500,0.5
"s1","s2",6.61350165467888,20,500,0.5
"s1","s2",6.66244455886188,20,500,0.5
"s1","s2",6.78686200854879,20,500,0.5
"s1","s2",6.43325259218693,20,500,0.5
"s1","s2",6.19265307525188,20,500,0.5
"s1","s2",6.67369713838815,20,500,0.5
"s1","s2",6.21628170287224,20,500,0.5
"s1","s2",6.30680981578749,20,500,0.5
"s1","s2",6.47914321600158,20,500,0.5
"s1","s2",6.34882776757621,20,500,0.5
"s1","s2",6.27267099700623,20,500,0.5
"s1","s2",6.23039363175424,20,500,0.5
"s1","s2",6.43241430203296,20,500,0.5
"s1","s2",7.00737587085933,20,500,0.5
"s1","s2",6.11892756759165,20,500,0.5
"s1","s2",6.18317636589961,20,500,0.5
"s1","s2",6.78908629979816,20,500,0.5
"s1","s2",6.3519160848645,20,500,0.5
"s1","s2",6.28203869505251,20,500,0.5
"s1","s2",6.61578594164067,20,500,0.5
"s1","s2",6.57377717396198,20,500,0.5
"s1","s2",6.20389976593442,20,500,0.5
"s1","s2",6.26482873119816,20,500,0.5
"s1","s2",6.23642090293831,20,500,0.5
"s1","s2",6.63978609300401,20,500,0.5
"s1","s2",6.34305084241082,20,500,0.5
"s1","s2",6.70679354384993,20,500,0.5
"s1","s2",6.10322484915594,20,500,0.5
"s1","s2",6.11739561880671,20,500,0.5
"s1","s2",6.6245261771268,20,500,0.5
"s1","s2",6.37369169227853,20,500,0.5
"s1","s2",6.43306261806168,20,500,0.5
"s1","s2",6.06660722890587,20,500,0.5
"s1","s2",6.25852803925773,20,500,0.5
