"from","to","interval","rep","Tmax","strength"
"s1","s2",5.80707478147479,27,100,0.1
"s1","s2",7.30314814053197,27,100,0.1
"s1","s2",8.32188252704134,27,100,0.1
"s1","s2",7.68315696159457,27,100,0.1
"s1","s2",6.20557195132825,27,100,0.1
"s1","s2",6.41925925045841,27,100,0.1
"s1","s2",5.66567015669217,27,100,0.1
"s1","s2",7.80950609993185,27,100,0.1
"s1","s2",7.11049745050972,27,100,0.1
"s1","s2",7.26542344980295,27,100,0.1
"s1","s2",6.51103577789542,27,100,0.1
"s1","s2",6.01216862795408,27,100,0.1
"s1","s2",6.28213986378153,27,100,0.1
"s1","s2",7.70009535367045,27,100,0.1
"s1","s2",7.05380056680513,27,100,0.1
"s1","s2",6.87082639051037,27,100,0.1
"s1","s2",6.68460763976461,27,100,0.1
"s1","s2",6.53242484068661,27,100,0.1
"s1","s2",6.78488733995197,27,100,0.1
"s1","s2",6.58858643502882,27,100,0.1
"s1","s2",7.52730301323196,27,100,0.1
"s1","s2",6.91817289250944,27,100,0.1
"s1","s2",6.41390273557864,27,100,0.1
"s1","s2",7.06384665074646,27,100,0.1
"s1","s2",6.40693743851705,27,100,0.1
"s1","s2",6.98074727027505,27,100,0.1
"s1","s2",6.80798934086749,27,100,0.1
"s1","s2",6.73906418657334,27,100,0.1
"s1","s2",7.09798289477471,27,100,0.1
"s1","s2",7.66472090459916,27,100,0.1
"s1","s2",6.99533887645667,27,100,0.1
"s1","s2",7.76103826730433,27,100,0.1
"s1","s2",7.39540320625983,27,100,0.1
"s1","s2",6.81626214838062,27,100,0.1
"s1","s2",7.56838441845728,27,100,0.1
"s1","s2",6.59203965975114,27,100,0.1
"s1","s2",6.72210441547186,27,100,0.1
"s1","s2",6.7457710716947,27,100,0.1
"s1","s2",5.75088101997524,27,100,0.1
"s1","s2",6.71051328956801,27,100,0.1
"s1","s2",5.51972450955667,27,100,0.1
"s1","s2",7.56802185765366,27,100,0.1
"s1","s2",7.08297908355994,27,100,0.1
"s1","s2",6.6619270328256,27,100,0.1
"s1","s2",7.20022737678798,27,100,0.1
"s1","s2",7.00271890256606,27,100,0.1
"s1","s2",7.10851559443403,27,100,0.1
"s1","s2",6.7452661752943,27,100,0.1
"s1","s2",6.16555483361552,27,100,0.1
"s1","s2",7.21684815563179,27,100,0.1
"s1","s2",8.43012754646664,27,100,0.1
"s1","s2",5.53873021612706,27,100,0.1
"s1","s2",7.98153737000742,27,100,0.1
"s1","s2",7.02162591184826,27,100,0.1
"s1","s2",6.4345545092533,27,100,0.1
"s1","s2",6.90562119444609,27,100,0.1
"s1","s2",7.24879436661521,27,100,0.1
"s1","s2",6.86520107459881,27,100,0.1
"s1","s2",8.24037942375813,27,100,0.1
"s1","s2",7.05759318346247,27,100,0.1
"s1","s2",6.28151014882015,27,100,0.1
"s1","s2",6.82815113238104,27,100,0.1
"s1","s2",7.7004952758088,27,100,0.1
"s1","s2",6.92722143352043,27,100,0.1
"s1","s2",6.6974931000621,27,100,0.1
"s1","s2",5.67224917932227,27,100,0.1
"s1","s2",7.38806341607419,27,100,0.1
"s1","s2",6.77211437593153,27,100,0.1
"s1","s2",8.63091072239719,27,100,0.1
"s1","s2",7.02717293864308,27,100,0.1
"s1","s2",6.16988833684168,27,100,0.1
"s1","s2",6.76879707595547,27,100,0.1
"s1","s2",6.14400930927209,27,100,0.1
"s1","s2",6.27550682149522,27,100,0.1
"s1","s2",7.44927775146192,27,100,0.1
"s1","s2",6.59680305034044,27,100,0.1
"s1","s2",7.91701881808318,27,100,0.1
"s1","s2",7.6020304155036,27,100,0.1
"s1","s2",7.01815221911226,27,100,0.1
"s1","s2",6.70380533358281,27,100,0.1
"s1","s2",6.97342508161573,27,100,0.1
"s1","s2",5.80562671020908,27,100,0.1
"s1","s2",7.1023444043358,27,100,0.1
