"from","to","interval","rep","Tmax","strength"
"s1","s2",2.90709169142427,9,20,0.2
"s1","s2",2.81393789495054,9,20,0.2
"s1","s2",5.71861383202793,9,20,0.2
"s1","s2",3.46201068504122,9,20,0.2
"s1","s2",1.96894934694971,9,20,0.2
"s1","s2",3.02961962901284,9,20,0.2
"s1","s2",2.87989540867476,9,20,0.2
"s1","s2",2.94956018473554,9,20,0.2
"s1","s2",2.96630863745794,9,20,0.2
"s1","s2",3.13620967345391,9,20,0.2
"s1","s2",2.38919287137983,9,20,0.2
"s1","s2",3.16967431894346,9,20,0.2
"s1","s2",3.40020571989143,9,20,0.2
"s1","s2",3.4258093543908,9,20,0.2
"s1","s2",2.98695300362014,9,20,0.2
"s1","s2",3.40020571989143,9,20,0.2
"s1","s2",2.9968518784206,9,20,0.2
"s1","s2",3.08156168098344,9,20,0.2
"s1","s2",2.62228252128896,9,20,0.2
"s1","s2",2.12682046899653,9,20,0.2
"s1","s2",3.49183244094211,9,20,0.2
"s1","s2",3.14506726006415,9,20,0.2
"s1","s2",2.94730638548216,9,20,0.2
"s1","s2",3.00828631631649,9,20,0.2
"s1","s2",3.95474937808788,9,20,0.2
"s1","s2",3.30318151650816,9,20,0.2
"s1","s2",3.30318151650816,9,20,0.2
"s1","s2",2.83003802295212,9,20,0.2
"s1","s2",2.94730638548216,9,20,0.2
"s1","s2",2.84009727435365,9,20,0.2
"s1","s2",2.47597618901846,9,20,0.2
"s1","s2",3.00828631631649,9,20,0.2
"s1","s2",2.98695300362014,9,20,0.2
"s1","s2",4.35181636120888,9,20,0.2
"s1","s2",1.82186436030295,9,20,0.2
"s1","s2",2.97408610849489,9,20,0.2
"s1","s2",1.81456930258402,9,20,0.2
"s1","s2",3.40020571989143,9,20,0.2
"s1","s2",2.18338109685821,9,20,0.2
"s1","s2",2.87989540867476,9,20,0.2
"s1","s2",2.98695300362014,9,20,0.2
"s1","s2",3.43214296027136,9,20,0.2
"s1","s2",2.64519673567258,9,20,0.2
"s1","s2",2.86056700973476,9,20,0.2
"s1","s2",2.98695300362014,9,20,0.2
"s1","s2",2.64136619692951,9,20,0.2
"s1","s2",1.88689431937498,9,20,0.2
"s1","s2",2.98695300362014,9,20,0.2
"s1","s2",2.46035544839304,9,20,0.2
